ng-star-inserted src,marquee-text,event-id,marquee-text 2,marquee-text 3,event-source-type,event-time,Unnamed: 7,Unnamed: 8,full-date
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,19.8W,57,Enchufe salÃ³n 2,Default Section/SalÃ³n,Sistema,2024-02-01 23:43:31,,,2024-02-01 2024-02-01 23:43:31
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,4.3W,55,Enchufe SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 23:39:13,,,2024-02-01 2024-02-01 23:39:13
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.74kWh,57,Enchufe salÃ³n 2,Default Section/SalÃ³n,Sistema,2024-02-01 23:37:16,,,2024-02-01 2024-02-01 23:37:16
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,20.1W,57,Enchufe salÃ³n 2,Default Section/SalÃ³n,Sistema,2024-02-01 23:37:16,,,2024-02-01 2024-02-01 23:37:16
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,4.4W,55,Enchufe SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 23:35:11,,,2024-02-01 2024-02-01 23:35:11
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,20W,57,Enchufe salÃ³n 2,Default Section/SalÃ³n,Sistema,2024-02-01 23:31:01,,,2024-02-01 2024-02-01 23:31:01
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,19.9W,57,Enchufe salÃ³n 2,Default Section/SalÃ³n,Sistema,2024-02-01 23:24:45,,,2024-02-01 2024-02-01 23:24:45
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,4.3W,55,Enchufe SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 23:22:40,,,2024-02-01 2024-02-01 23:22:40
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,19.7W,57,Enchufe salÃ³n 2,Default Section/SalÃ³n,Sistema,2024-02-01 23:12:16,,,2024-02-01 2024-02-01 23:12:16
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,4.4W,55,Enchufe SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 23:10:11,,,2024-02-01 2024-02-01 23:10:11
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,12.73kWh,57,Enchufe salÃ³n 2,Default Section/SalÃ³n,Sistema,2024-02-01 23:06:01,,,2024-02-01 2024-02-01 23:06:01
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,19.6W,57,Enchufe salÃ³n 2,Default Section/SalÃ³n,Sistema,2024-02-01 23:06:01,,,2024-02-01 2024-02-01 23:06:01
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,19.7W,57,Enchufe salÃ³n 2,Default Section/SalÃ³n,Sistema,2024-02-01 23:03:07,,,2024-02-01 2024-02-01 23:03:07
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,19.8W,57,Enchufe salÃ³n 2,Default Section/SalÃ³n,Sistema,2024-02-01 22:59:45,,,2024-02-01 2024-02-01 22:59:45
https://home.fibaro.com/assets/icon/fibaro/energy_meter/energy_meter.png,4.3W,55,Enchufe SalÃ³n,Default Section/SalÃ³n,Sistema,2024-02-01 22:57:40,,,2024-02-01 2024-02-01 22:57:40
https://home.fibaro.com/assets/icon/fibaro/door_lock/door_lock0.png,AcciÃ³n: Abrir,65,Puerta,Default Section/Entrada,Usuario,2024-02-01 22:55:23,,,2024-02-01 2024-02-01 22:55:23
https://home.fibaro.com/assets/icon/fibaro/door_lock/door_lock0.png,AcciÃ³n: Abrir,65,Puerta,Default Section/Entrada,Usuario,2024-02-01 22:55:22,,,2024-02-01 2024-02-01 22:55:22
