intervalo,fecha_completa,49.0,23.0,25.0,37.0,40.0,50.0,51.0,35.0,24.0,21.0,43.0,46.0,34.0,20.0,26.0,29.0,27.0,31.0,65.0,42.0,28.0,30.0,36.0,48.0,22.0,41.0,4.0,3.0,2.0,1.0,47.0,53.0
2023-11-17 00:00:00,2023-11-17,57,595,202,37,132,21,28,44,13,10,15,76,4,1,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-16 00:00:00,2023-11-16,75,578,189,58,141,19,41,44,15,6,25,49,18,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-15 00:00:00,2023-11-15,77,685,158,52,80,18,42,12,21,4,0,13,0,0,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-14 00:00:00,2023-11-14,22,534,138,49,88,19,29,6,14,5,0,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-13 00:00:00,2023-11-13,47,496,129,60,106,20,31,16,17,6,11,20,18,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-12 00:00:00,2023-11-12,27,552,170,67,128,23,29,48,17,11,8,27,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-11 00:00:00,2023-11-11,43,506,145,52,127,15,33,81,14,8,10,56,4,7,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-10 00:00:00,2023-11-10,42,444,123,59,113,19,32,17,12,8,7,34,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-09 00:00:00,2023-11-09,69,590,196,66,100,19,32,2,19,8,0,5,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-08 00:00:00,2023-11-08,22,423,123,54,79,20,21,3,15,13,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-07 00:00:00,2023-11-07,136,534,166,82,101,20,40,10,21,9,2,21,12,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-06 00:00:00,2023-11-06,52,517,165,51,94,21,34,29,11,8,19,34,4,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-05 00:00:00,2023-11-05,25,336,132,44,144,20,18,62,17,6,8,74,0,5,10,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-04 00:00:00,2023-11-04,65,829,262,82,139,20,36,28,15,14,45,73,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-03 00:00:00,2023-11-03,71,621,234,69,110,16,26,22,15,10,7,26,0,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-02 00:00:00,2023-11-02,60,636,229,68,120,12,31,21,14,4,1,22,5,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-01 00:00:00,2023-11-01,33,362,109,44,74,20,35,38,19,14,13,24,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 00:00:00,2023-10-31,0,39,12,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 00:00:00,2023-10-30,24,574,132,61,92,15,21,1,13,3,18,41,30,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-29 00:00:00,2023-10-29,185,753,234,81,126,18,75,142,17,9,22,47,24,6,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-28 00:00:00,2023-10-28,574,808,317,56,104,18,235,58,16,5,21,52,21,1,3,2,3,2,0,1,1,2,1,1,1,0,0,0,0,0,0,0
2023-10-27 00:00:00,2023-10-27,137,460,164,39,64,15,37,13,15,9,19,44,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-26 00:00:00,2023-10-26,129,775,257,47,73,15,31,1,18,12,37,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-25 00:00:00,2023-10-25,143,517,162,54,81,13,32,1,12,4,5,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-24 00:00:00,2023-10-24,139,535,171,33,81,17,52,15,17,9,8,35,4,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-23 00:00:00,2023-10-23,116,305,118,31,66,10,26,0,11,4,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-22 00:00:00,2023-10-22,12,15,3,2,5,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-21 00:00:00,2023-10-21,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-20 00:00:00,2023-10-20,49,361,73,41,76,15,18,24,17,12,0,22,7,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-19 00:00:00,2023-10-19,86,525,104,59,143,16,33,67,20,9,25,94,15,4,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-18 00:00:00,2023-10-18,99,569,167,67,157,17,46,53,22,9,20,52,8,5,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-17 00:00:00,2023-10-17,156,475,123,31,73,18,37,31,18,6,0,21,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-16 00:00:00,2023-10-16,133,765,207,63,194,18,28,210,25,12,16,114,9,4,18,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-15 00:00:00,2023-10-15,180,531,142,64,166,16,44,119,18,5,17,88,14,14,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-14 00:00:00,2023-10-14,90,485,119,49,130,14,39,58,22,9,7,59,8,8,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-13 00:00:00,2023-10-13,127,559,162,51,141,17,41,33,19,13,18,57,14,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-12 00:00:00,2023-10-12,129,409,116,53,128,13,38,28,15,7,0,36,10,1,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-11 00:00:00,2023-10-11,119,629,238,57,165,17,43,161,15,16,15,87,16,7,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
